OBJECTID,CommunityName,DataYear,ResidentsAge16AndOver,ResidentsEmployed,WagesLessThan5k,Wages5k_10k,Wages10k_20k,Wages20k_50k,WagesGreaterThan50k,EmployedInPrivateSector,PercentInPrivateSector,EmployedInStateGovt,PercentInStateGovt,EmployedFemales,EmployedMales,EmployedAge45Plus,EmployedAge50Plus,EmployedIn1stQtr,EmployedIn2ndQtr,EmployedIn3rdQtr,EmployedIn4thQtr,EmployedInAllQtrs,NewHires,LocalLaborMarketInfoURL,TotalWages,UnemploymentInsuranceClaimants,x,y
2458,Huslia,2002,179,114,34,21,28,23,8,78,0.6800000072,1,0.009999999776,53,61,33,27,80,82,88,78,50,59,,1803013,55,-156.3947017,65.70183545
2459,Huslia,2003,187,124,43,17,28,31,5,74,0.6000000238,1,0.009999999776,58,66,39,30,78,84,94,85,50,68,,1854797,50,-156.3947017,65.70183545
2460,Huslia,2004,180,116,39,19,25,27,6,53,0.4600000083,3,0.02999999933,56,60,42,32,67,84,93,76,43,70,,1813567,39,-156.3947017,65.70183545
2461,Huslia,2005,177,122,34,22,28,33,5,67,0.5500000119,0,0,53,69,40,27,57,88,109,87,40,83,,1953969,38,-156.3947017,65.70183545
2462,Huslia,2006,173,96,29,13,23,25,6,36,0.3799999952,2,0.01999999955,51,45,32,21,51,73,78,72,43,56,,1500008,47,-156.3947017,65.70183545
2463,Huslia,2007,171,109,46,9,23,28,3,47,0.4300000072,1,0.009999999776,59,50,36,27,58,82,76,79,44,61,,1443781,34,-156.3947017,65.70183545
2464,Huslia,2008,189,106,34,19,21,23,9,49,0.4600000083,0,0,59,47,37,28,68,86,85,69,42,52,,1724154,46,-156.3947017,65.70183545
2465,Huslia,2009,180,103,31,14,29,20,9,44,0.4300000072,0,0,58,45,41,35,56,71,77,87,42,58,,1756966,53,-156.3947017,65.70183545
2466,Huslia,2010,179,113,26,15,29,32,11,65,0.5799999833,0,0,60,53,42,35,83,90,95,85,61,75,,2205161,51,-156.3947017,65.70183545
2467,Huslia,2011,191,124,41,14,26,34,9,57,0.4600000083,0,0,60,64,45,34,76,96,106,94,57,79,,2218957,54,-156.3947017,65.70183545
2468,Huslia,2012,194,133,44,19,31,30,9,49,0.3700000048,0,0,68,65,49,35,95,112,112,101,68,0,,2156422,53,-156.3947017,65.70183545
2469,Huslia,2013,193,127,36,13,18,49,11,42,0.3300000131,0,0,66,61,42,36,78,98,108,95,64,58,,2683475,52,-156.3947017,65.70183545
2470,Huslia,2014,209,154,41,18,34,51,10,51,0.3300000131,0,0,75,79,57,43,99,129,129,118,71,83,,2887848,66,-156.3947017,65.70183545
2471,Huslia,2015,204,134,51,13,25,33,12,49,0.3700000048,0,0,70,64,41,31,89,112,114,88,61,70,,2420696,58,-156.3947017,65.70183545
2472,Hydaburg,2001,249,149,31,33,39,44,2,111,0.7400000095,2,0.009999999776,67,82,55,32,82,126,125,122,71,81,,2333816,57,-132.8235136,55.2059259
2473,Hydaburg,2002,263,163,37,29,39,48,10,116,0.7099999785,5,0.02999999933,70,93,58,34,119,141,136,143,99,65,,2970214,68,-132.8235136,55.2059259
2474,Hydaburg,2003,263,173,38,27,48,51,9,109,0.6299999952,3,0.01999999955,77,96,61,38,113,153,145,134,83,80,,3065686,83,-132.8235136,55.2059259
2475,Hydaburg,2004,250,161,31,21,41,59,9,117,0.7300000191,4,0.01999999955,66,95,53,44,128,137,142,127,95,76,,3256198,84,-132.8235136,55.2059259
2476,Hydaburg,2005,271,176,45,26,35,57,13,124,0.6999999881,5,0.02999999933,68,108,57,43,121,149,145,134,94,76,,3416186,72,-132.8235136,55.2059259
2477,Hydaburg,2006,268,159,37,20,38,52,12,107,0.6700000167,4,0.02999999933,64,95,58,43,126,131,137,139,101,67,,3204954,72,-132.8235136,55.2059259
2478,Hydaburg,2007,270,151,39,24,38,36,14,94,0.6200000048,4,0.02999999933,62,89,62,43,116,127,131,123,95,56,,2844300,70,-132.8235136,55.2059259
2479,Hydaburg,2008,261,155,33,28,41,42,11,101,0.6499999762,3,0.01999999955,65,90,72,49,83,124,137,128,71,82,,2984426,66,-132.8235136,55.2059259
2480,Hydaburg,2009,255,151,23,17,36,62,13,110,0.7300000191,3,0.01999999955,69,82,69,45,116,126,130,127,92,60,,3361761,77,-132.8235136,55.2059259
2481,Hydaburg,2010,259,165,28,19,37,70,11,103,0.6200000048,3,0.01999999955,72,93,75,48,125,134,136,135,99,73,,3531470,90,-132.8235136,55.2059259
2482,Hydaburg,2011,265,168,33,27,40,55,13,108,0.6399999857,2,0.009999999776,78,90,78,53,126,138,145,132,96,84,,3269786,98,-132.8235136,55.2059259
2483,Hydaburg,2012,247,148,37,21,26,51,13,86,0.5799999833,3,0.01999999955,72,76,74,51,116,125,123,120,94,0,,3068624,86,-132.8235136,55.2059259
2484,Hydaburg,2013,262,141,24,17,32,50,18,68,0.4799999893,4,0.02999999933,69,72,72,52,116,123,116,114,86,65,,3485747,75,-132.8235136,55.2059259
2485,Hydaburg,2014,263,144,36,17,31,45,15,69,0.4799999893,4,0.02999999933,73,71,71,54,103,123,119,115,78,62,,3253981,60,-132.8235136,55.2059259
2486,Hydaburg,2015,262,144,29,22,30,48,15,68,0.4699999988,3,0.01999999955,71,73,63,48,104,127,126,110,75,64,,3327871,43,-132.8235136,55.2059259
2487,Hyder,2001,81,54,32,9,4,8,1,49,0.9100000262,1,0.01999999955,24,30,25,19,24,50,44,38,18,37,,455477,21,-130.0255142,55.9157523
2488,Hyder,2002,71,36,26,5,3,1,1,31,0.8600000143,1,0.02999999933,17,19,19,15,17,28,27,27,10,8,,223593,25,-130.0255142,55.9157523
2489,Hyder,2003,66,23,18,2,2,0,1,18,0.7799999714,0,0,11,12,12,10,13,15,12,14,4,7,,130161,17,-130.0255142,55.9157523
2490,Hyder,2004,71,29,21,3,2,2,1,15,0.5199999809,8,0.2800000012,16,13,16,12,9,16,15,22,5,18,,211955,13,-130.0255142,55.9157523
2491,Hyder,2005,76,28,20,4,0,2,2,16,0.5699999928,7,0.25,12,16,17,16,10,18,24,11,7,14,,261240,14,-130.0255142,55.9157523
2492,Hyder,2006,77,25,18,2,2,1,2,13,0.5199999809,9,0.3600000143,12,13,16,14,8,19,18,13,5,11,,258503,11,-130.0255142,55.9157523
2493,Hyder,2007,66,22,9,4,4,4,1,12,0.5500000119,5,0.2300000042,13,9,17,15,10,15,14,18,7,11,,289633,12,-130.0255142,55.9157523
2494,Hyder,2008,77,27,11,6,3,5,2,15,0.5600000024,6,0.2199999988,12,15,18,16,17,23,19,17,10,16,,391012,14,-130.0255142,55.9157523
2495,Hyder,2009,72,25,12,6,1,3,3,12,0.4799999893,9,0.3600000143,13,12,12,11,14,19,17,15,8,13,,355610,16,-130.0255142,55.9157523
2496,Hyder,2010,61,19,7,5,2,3,2,13,0.6800000072,6,0.3199999928,8,11,11,10,10,13,15,13,6,9,,279896,18,-130.0255142,55.9157523
2497,Hyder,2011,67,23,12,6,3,2,0,13,0.5699999928,10,0.4300000072,9,14,16,13,10,19,14,15,7,14,,174883,19,-130.0255142,55.9157523
2498,Hyder,2012,70,25,7,5,1,9,3,18,0.7200000286,7,0.2800000012,10,15,20,16,15,21,19,21,12,0,,562702,12,-130.0255142,55.9157523
2499,Hyder,2013,65,30,9,7,7,6,1,22,0.7300000191,8,0.2700000107,12,18,19,16,11,23,21,19,7,15,,427007,14,-130.0255142,55.9157523
2500,Hyder,2014,65,26,12,10,0,4,0,14,0.5400000215,12,0.4600000083,11,15,19,16,18,20,16,15,7,9,,218197,12,-130.0255142,55.9157523
2501,Hyder,2015,57,19,8,7,1,3,0,8,0.4199999869,8,0.4199999869,8,11,13,12,12,16,13,14,8,3,,165082,10,-130.0255142,55.9157523
2502,Igiugig,2001,34,30,4,4,10,9,3,22,0.7300000191,0,0,18,12,8,4,28,30,25,25,23,16,,728304,3,-155.9035402,59.32534731
2503,Igiugig,2002,26,23,2,3,7,8,3,8,0.349999994,0,0,13,10,6,5,21,23,22,20,18,10,,579085,4,-155.9035402,59.32534731
2504,Igiugig,2003,31,26,3,4,5,10,4,10,0.3799999952,0,0,14,12,7,4,23,26,25,22,21,14,,742744,6,-155.9035402,59.32534731
2505,Igiugig,2004,35,28,8,4,6,7,3,10,0.3600000143,0,0,16,12,8,4,24,28,26,25,21,14,,614491,8,-155.9035402,59.32534731
2506,Igiugig,2005,33,28,6,5,5,8,4,11,0.3899999857,0,0,16,12,9,5,20,24,26,20,18,10,,647732,6,-155.9035402,59.32534731
2507,Igiugig,2006,34,26,4,1,10,9,2,11,0.4199999869,0,0,15,11,9,6,20,23,25,22,18,15,,637923,4,-155.9035402,59.32534731
2508,Igiugig,2007,24,21,5,4,4,6,2,4,0.1899999976,0,0,11,10,10,6,17,20,19,15,14,6,,445837,3,-155.9035402,59.32534731
2509,Igiugig,2008,29,24,4,3,10,5,2,8,0.3300000131,0,0,14,10,9,6,20,21,21,21,16,12,,488649,2,-155.9035402,59.32534731
2510,Igiugig,2009,32,25,5,2,10,5,3,11,0.4399999976,0,0,15,10,9,5,18,23,24,23,16,17,,535105,4,-155.9035402,59.32534731
2511,Igiugig,2010,41,33,13,3,4,6,7,10,0.3000000119,0,0,21,12,9,6,30,33,27,23,20,16,,721880,5,-155.9035402,59.32534731
2512,Igiugig,2011,38,32,12,2,1,11,6,13,0.4099999964,0,0,20,12,7,5,24,27,29,28,21,10,,811388,6,-155.9035402,59.32534731
2513,Igiugig,2012,43,35,9,4,5,9,8,14,0.400000006,0,0,20,15,9,6,31,32,30,32,27,0,,966822,6,-155.9035402,59.32534731
2514,Igiugig,2013,35,29,6,2,3,14,4,12,0.4099999964,0,0,17,12,5,4,25,26,27,24,22,12,,890956,4,-155.9035402,59.32534731
2515,Igiugig,2014,44,33,11,1,2,15,4,15,0.4499999881,0,0,21,12,9,7,28,31,28,24,20,15,,820250,2,-155.9035402,59.32534731
2516,Igiugig,2015,39,33,13,2,2,11,5,9,0.2700000107,0,0,20,13,8,6,25,27,27,25,18,14,,767074,2,-155.9035402,59.32534731
2517,Iliamna,2001,129,97,35,11,13,26,12,63,0.6499999762,4,0.03999999911,44,53,29,19,76,79,73,76,53,46,,1920119,14,-154.9061,59.7547
2518,Iliamna,2002,135,98,18,18,17,32,13,43,0.4399999976,4,0.03999999911,44,54,29,22,80,85,82,80,61,42,,2346340,15,-154.9061,59.7547
2519,Iliamna,2003,134,98,24,15,17,28,14,41,0.4199999869,5,0.05000000075,45,53,33,21,75,80,72,72,53,43,,2285714,21,-154.9061,59.7547
2520,Iliamna,2004,134,95,26,14,13,26,17,47,0.4900000095,5,0.05000000075,43,52,29,17,73,79,84,73,55,49,,2369177,30,-154.9061,59.7547
2521,Iliamna,2005,134,100,22,14,22,24,18,66,0.6600000262,4,0.03999999911,41,59,37,23,73,70,86,83,48,60,,2394696,25,-154.9061,59.7547
2522,Iliamna,2006,130,102,23,13,12,34,20,66,0.6499999762,2,0.01999999955,49,53,38,26,75,87,90,88,60,53,,2689779,18,-154.9061,59.7547
2523,Iliamna,2007,130,103,17,12,15,37,22,76,0.7400000095,3,0.02999999933,47,56,42,29,84,87,87,83,63,61,,3088291,22,-154.9061,59.7547
2524,Iliamna,2008,128,94,15,8,15,36,20,70,0.7400000095,4,0.03999999911,39,55,30,19,81,87,82,75,62,49,,3026994,23,-154.9061,59.7547
2525,Iliamna,2009,127,88,13,9,11,37,18,69,0.7799999714,3,0.02999999933,39,49,27,14,62,73,75,73,48,45,,2788008,34,-154.9061,59.7547
2526,Iliamna,2010,139,95,12,7,17,39,20,71,0.75,3,0.02999999933,43,52,34,20,71,89,87,82,65,48,,3074068,39,-154.9061,59.7547
2527,Iliamna,2011,138,102,18,7,15,32,30,67,0.6600000262,4,0.03999999911,49,53,39,24,71,86,90,93,66,49,,3387244,29,-154.9061,59.7547
2528,Iliamna,2012,143,109,21,11,8,42,27,67,0.6100000143,5,0.05000000075,55,54,40,30,85,96,91,93,69,0,,3597987,24,-154.9061,59.7547
2529,Iliamna,2013,124,87,17,6,15,25,24,52,0.6000000238,2,0.01999999955,41,46,34,24,70,77,73,72,55,34,,3089580,27,-154.9061,59.7547
2530,Iliamna,2014,128,92,30,8,7,27,20,49,0.5299999714,3,0.02999999933,42,50,30,24,69,77,68,67,51,43,,2712238,24,-154.9061,59.7547
2531,Iliamna,2015,126,94,19,10,17,25,23,49,0.5199999809,3,0.02999999933,45,49,32,26,73,81,77,82,58,58,,2903886,12,-154.9061,59.7547
2532,Interior Economic Region,2001,65696,41196,8812,4750,6758,14407,6472,31173,0.7599999905,4769,0.1199999973,19873,21323,13110,7704,32640,35998,36014,33131,26488,17480,,1086069432,6919,,
2533,Interior Economic Region,2002,66362,41547,8627,4661,6677,14768,6815,31022,0.75,4981,0.1199999973,20145,21402,13859,8346,33126,36416,36277,33374,26897,16892,,1128265396,7459,,
2534,Interior Economic Region,2003,67242,41892,8209,4733,6692,14943,7315,31451,0.75,5008,0.1199999973,20284,21608,14443,8938,33186,36744,36524,34078,27193,16936,,1172902514,7678,,
2535,Interior Economic Region,2004,68246,42825,7857,4822,6752,15181,8214,32302,0.75,5034,0.1199999973,20703,22122,15018,9544,34166,37749,37574,34951,28164,17446,,1250386752,7414,,
2536,Interior Economic Region,2005,69027,43448,7906,4516,6690,15425,8913,32881,0.7599999905,5095,0.1199999973,21148,22300,15633,10181,34512,38189,38168,35554,28334,17572,,1313328365,6192,,
2537,Interior Economic Region,2006,69221,43541,7588,4381,6413,15361,9800,32695,0.75,5182,0.1199999973,21206,22335,16128,10678,35227,38660,38213,35757,29156,17277,,1392051519,6297,,
2538,Interior Economic Region,2007,70073,43579,7394,4320,6174,15168,10525,32807,0.75,5229,0.1199999973,21384,22195,16465,11191,35366,38537,38144,35807,29278,17193,,1448543197,5929,,
2539,Interior Economic Region,2008,71210,44021,7205,4200,6186,15071,11361,33015,0.75,5347,0.1199999973,21587,22434,16909,11797,35979,39051,38787,36091,29759,16650,,1529102701,6610,,
2540,Interior Economic Region,2009,73193,44059,7317,4122,5822,14767,12033,32776,0.7400000095,5333,0.1199999973,21590,22469,17215,12120,36070,39044,38793,36321,29983,15520,,1580895457,8054,,
2541,Interior Economic Region,2010,73811,44242,7119,4076,5960,14670,12417,32949,0.7400000095,5412,0.1199999973,21567,22675,17376,12496,35907,39082,39145,36396,30002,15563,,1614533908,8638,,
2542,Interior Economic Region,2011,74677,44452,6993,4086,5881,14711,12781,33111,0.7400000095,5395,0.1199999973,21618,22833,17537,12805,36206,39514,39343,36534,30244,15247,,1649323578,8832,,
2543,Interior Economic Region,2012,74944,44610,6821,4099,5771,14590,13330,33226,0.7400000095,5442,0.1199999973,21726,22883,17596,13052,36254,39646,39482,36765,30266,0,,1699348021,8546,,
2544,Interior Economic Region,2013,72742,43530,6378,3761,5643,14353,13396,32354,0.7400000095,5379,0.1199999973,21217,22313,17239,13066,35846,38856,38537,35834,29847,14975,,1702499383,7849,,
2545,Interior Economic Region,2014,71859,43357,6236,3737,5406,13932,14047,32296,0.7400000095,5305,0.1199999973,21010,22346,17099,13087,35895,38679,38469,35972,30194,14617,,1763784726,6236,,
2546,Interior Economic Region,2015,71188,42876,5787,3590,5296,13835,14370,32154,0.75,5154,0.1199999973,20791,22085,16940,13048,35851,38746,38043,35456,30090,14669,,1798051991,5227,,
2547,Juneau and borough,2001,22172,15443,2478,1532,2142,6860,2432,9504,0.6200000048,4055,0.2599999905,7779,7664,5539,3346,13246,13972,13787,13006,11146,5663,,442178847,1893,-134.4066397,58.29983971
2548,Juneau and borough,2002,22414,15451,2434,1443,2093,6884,2598,9174,0.5899999738,4164,0.2700000107,7844,7607,5714,3537,13237,14005,13909,13029,11201,5097,,455430186,1906,-134.4066397,58.29983971
2549,Juneau and borough,2003,22688,15510,2371,1405,2161,6764,2811,9176,0.5899999738,4184,0.2700000107,7803,7707,5963,3785,13379,14062,13775,12943,11220,4901,,469563865,2077,-134.4066397,58.29983971
2550,Juneau and borough,2004,22809,15580,2308,1498,2154,6757,2863,9354,0.6000000238,4081,0.2599999905,7886,7694,6126,3993,13261,14104,13948,13021,11133,5021,,473411197,2072,-134.4066397,58.29983971
2551,Juneau and borough,2005,22946,15737,2296,1404,2149,6733,3155,9552,0.6100000143,4044,0.2599999905,7970,7767,6303,4225,13312,14387,14109,13277,11357,5179,,497981618,1777,-134.4066397,58.29983971
2552,Juneau and borough,2006,22686,15665,2232,1362,2002,6564,3505,9450,0.6000000238,4070,0.2599999905,7943,7722,6451,4347,13310,14180,14188,13204,11352,5281,,517098517,1556,-134.4066397,58.29983971
2553,Juneau and borough,2007,22501,15460,2040,1354,1965,6375,3726,9416,0.6100000143,3936,0.25,7860,7600,6511,4507,13308,14175,13891,13078,11311,5134,,529082852,1467,-134.4066397,58.29983971
2554,Juneau and borough,2008,22794,15627,2097,1264,1888,6188,4190,9409,0.6000000238,4083,0.2599999905,7958,7669,6816,4806,13454,14241,14318,13088,11459,4823,,562884767,1625,-134.4066397,58.29983971
2555,Juneau and borough,2009,23152,15359,1989,1243,1739,6057,4331,9174,0.6000000238,3969,0.2599999905,7798,7561,6684,4788,13268,14029,13811,13038,11374,4323,,570036643,2098,-134.4066397,58.29983971
2556,Juneau and borough,2010,23323,15374,1994,1178,1741,5956,4505,9099,0.5899999738,4027,0.2599999905,7779,7595,6789,4945,13188,14052,13925,13124,11410,4194,,586105128,2217,-134.4066397,58.29983971
2557,Juneau and borough,2011,23991,15600,1924,1156,1826,5979,4715,9271,0.5899999738,4027,0.2599999905,7875,7725,6849,5068,13443,14335,14042,13247,11604,4297,,603831856,2231,-134.4066397,58.29983971
2558,Juneau and borough,2012,24095,15730,1888,1213,1823,5758,5048,9442,0.6000000238,4023,0.2599999905,7935,7795,6867,5201,13572,14428,14168,13503,11702,0,,626525427,2032,-134.4066397,58.29983971
2559,Juneau and borough,2013,24071,15771,1870,1174,1801,5727,5199,9565,0.6100000143,4012,0.25,7974,7797,6808,5224,13641,14450,14061,13357,11557,4465,,639852206,1939,-134.4066397,58.29983971
2560,Juneau and borough,2014,24097,15806,1858,1207,1687,5659,5395,9608,0.6100000143,4023,0.25,7960,7845,6776,5147,13637,14551,14295,13434,11717,4587,,655001436,1555,-134.4066397,58.29983971
2561,Juneau and borough,2015,24297,15783,1700,1223,1775,5516,5569,9713,0.6200000048,3898,0.25,7891,7891,6642,5090,13775,14629,14076,13283,11639,4504,,668784603,1273,-134.4066397,58.29983971
2562,"Juneau, City and Borough of",2001,22172,15443,2478,1532,2142,6860,2432,9504,0.6200000048,4055,0.2599999905,7779,7664,5539,3346,13246,13972,13787,13006,11146,5663,,442178847,1893,-134.4066397,58.29983971
2563,"Juneau, City and Borough of",2002,22414,15451,2434,1443,2093,6884,2598,9174,0.5899999738,4164,0.2700000107,7844,7607,5714,3537,13237,14005,13909,13029,11201,5097,,455430186,1906,-134.4066397,58.29983971
2564,"Juneau, City and Borough of",2003,22688,15510,2371,1405,2161,6764,2811,9176,0.5899999738,4184,0.2700000107,7803,7707,5963,3785,13379,14062,13775,12943,11220,4901,,469563865,2077,-134.4066397,58.29983971
2565,"Juneau, City and Borough of",2004,22809,15580,2308,1498,2154,6757,2863,9354,0.6000000238,4081,0.2599999905,7886,7694,6126,3993,13261,14104,13948,13021,11133,5021,,473411197,2072,-134.4066397,58.29983971
2566,"Juneau, City and Borough of",2005,22946,15737,2296,1404,2149,6733,3155,9552,0.6100000143,4044,0.2599999905,7970,7767,6303,4225,13312,14387,14109,13277,11357,5179,,497981618,1777,-134.4066397,58.29983971
2567,"Juneau, City and Borough of",2006,22686,15665,2232,1362,2002,6564,3505,9450,0.6000000238,4070,0.2599999905,7943,7722,6451,4347,13310,14180,14188,13204,11352,5281,,517098517,1556,-134.4066397,58.29983971
2568,"Juneau, City and Borough of",2007,22501,15460,2040,1354,1965,6375,3726,9416,0.6100000143,3936,0.25,7860,7600,6511,4507,13308,14175,13891,13078,11311,5134,,529082852,1467,-134.4066397,58.29983971
2569,"Juneau, City and Borough of",2008,22794,15627,2097,1264,1888,6188,4190,9409,0.6000000238,4083,0.2599999905,7958,7669,6816,4806,13454,14241,14318,13088,11459,4823,,562884767,1625,-134.4066397,58.29983971
2570,"Juneau, City and Borough of",2009,23152,15359,1989,1243,1739,6057,4331,9174,0.6000000238,3969,0.2599999905,7798,7561,6684,4788,13268,14029,13811,13038,11374,4323,,570036643,2098,-134.4066397,58.29983971
2571,"Juneau, City and Borough of",2010,23323,15374,1994,1178,1741,5956,4505,9099,0.5899999738,4027,0.2599999905,7779,7595,6789,4945,13188,14052,13925,13124,11410,4194,,586105128,2217,-134.4066397,58.29983971
2572,"Juneau, City and Borough of",2011,23991,15600,1924,1156,1826,5979,4715,9271,0.5899999738,4027,0.2599999905,7875,7725,6849,5068,13443,14335,14042,13247,11604,4297,,603831856,2231,-134.4066397,58.29983971
2573,"Juneau, City and Borough of",2012,24095,15730,1888,1213,1823,5758,5048,9442,0.6000000238,4023,0.2599999905,7935,7795,6867,5201,13572,14428,14168,13503,11702,0,,626525427,2032,-134.4066397,58.29983971
2574,"Juneau, City and Borough of",2013,24071,15771,1870,1174,1801,5727,5199,9565,0.6100000143,4012,0.25,7974,7797,6808,5224,13641,14450,14061,13357,11557,4465,,639852206,1939,-134.4066397,58.29983971
2575,"Juneau, City and Borough of",2014,24097,15806,1858,1207,1687,5659,5395,9608,0.6100000143,4023,0.25,7960,7845,6776,5147,13637,14551,14295,13434,11717,4587,,655001436,1555,-134.4066397,58.29983971
2576,"Juneau, City and Borough of",2015,24297,15783,1700,1223,1775,5516,5569,9713,0.6200000048,3898,0.25,7891,7891,6642,5090,13775,14629,14076,13283,11639,4504,,668784603,1273,-134.4066397,58.29983971
2577,Kachemak,2001,324,152,33,21,24,51,23,128,0.8399999738,8,0.05000000075,81,71,69,37,117,131,136,119,95,63,,3758357,20,-151.4527343,59.66696928
2578,Kachemak,2002,323,152,36,19,19,53,25,121,0.8000000119,9,0.05999999866,86,66,75,42,119,134,132,112,95,55,,3902774,20,-151.4527343,59.66696928
2579,Kachemak,2003,360,177,38,22,34,58,25,140,0.7900000215,11,0.05999999866,97,80,87,52,134,156,154,133,110,65,,4587417,22,-151.4527343,59.66696928
2580,Kachemak,2004,357,173,35,24,23,60,31,144,0.8299999833,5,0.02999999933,91,82,96,64,134,155,151,135,114,51,,4754364,22,-151.4527343,59.66696928
2581,Kachemak,2005,357,167,23,18,34,59,33,130,0.7799999714,7,0.03999999911,93,74,92,66,133,156,153,138,115,52,,4962330,14,-151.4527343,59.66696928
2582,Kachemak,2006,369,177,28,20,26,65,38,135,0.7599999905,12,0.0700000003,99,78,103,81,143,157,155,142,116,55,,5682997,18,-151.4527343,59.66696928
2583,Kachemak,2007,378,185,27,23,26,64,45,141,0.7599999905,12,0.05999999866,92,93,105,83,140,161,163,155,120,61,,6233434,19,-151.4527343,59.66696928
2584,Kachemak,2008,362,180,26,25,25,64,40,139,0.7699999809,11,0.05999999866,96,84,100,85,141,163,164,141,116,53,,6043714,19,-151.4527343,59.66696928
2585,Kachemak,2009,373,182,23,14,44,58,43,145,0.8000000119,11,0.05999999866,96,86,102,88,138,160,168,145,120,54,,6490579,28,-151.4527343,59.66696928
2586,Kachemak,2010,405,196,34,18,35,58,51,158,0.8100000024,9,0.05000000075,105,91,111,87,150,169,173,152,118,62,,7027128,38,-151.4527343,59.66696928
2587,Kachemak,2011,392,181,21,20,33,59,48,140,0.7699999809,10,0.05999999866,96,85,101,84,141,159,163,145,119,54,,6571532,38,-151.4527343,59.66696928
2588,Kachemak,2012,392,190,33,21,24,54,58,139,0.7300000191,9,0.05000000075,97,93,97,85,142,167,164,147,118,0,,7208854,36,-151.4527343,59.66696928
2589,Kachemak,2013,370,177,26,12,26,57,56,129,0.7300000191,8,0.05000000075,85,92,87,77,142,162,155,137,115,57,,7444728,33,-151.4527343,59.66696928
2590,Kachemak,2014,383,182,28,13,29,57,55,139,0.7599999905,7,0.03999999911,91,91,94,77,144,165,161,145,118,59,,6934921,29,-151.4527343,59.66696928
2591,Kachemak,2015,395,192,33,13,34,49,63,147,0.7699999809,11,0.05999999866,99,93,95,77,152,176,168,154,127,55,,7798051,26,-151.4527343,59.66696928
2592,Kake,2001,504,367,108,43,91,101,24,306,0.8299999833,4,0.009999999776,147,220,121,85,275,310,326,295,220,180,,6585439,175,-133.9447988,56.97444988
2593,Kake,2002,523,370,98,51,86,112,23,275,0.7400000095,3,0.009999999776,152,218,126,89,236,295,336,310,193,204,,6925841,182,-133.9447988,56.97444988
2594,Kake,2003,509,361,79,64,78,109,31,267,0.7400000095,5,0.009999999776,146,215,123,92,267,308,332,303,216,153,,7231157,165,-133.9447988,56.97444988
